اندازه گیری وزن,3
وسیله ای که صدا ها را ضبط میکند,3
وسیله‌ کمک بینایی,3
از ابزار آشپزخانه,3
از آن مینوشیم,3
از وسایل نقاشی,3
در فوتبال توپ را در ان شوت میکنند,3
وسیله ای که با آن سوپ میخوریم,3
لباسی که در زمستان گرم میکند,3
وسیله‌ای برای کشیدن خط صاف,3
با آن تایپ میکنند,3
وسیله جوش اوردن اب,3
وسیله‌ای که روی آن می‌نشینیم,3
از قطعات اتوموبیل,3
وسیله باز کردن در,3
بلندگوی کامپیوتر,3
خود را در ان میبنیم,3
از ماه های سال,3
وسیله ای که برای نوشیدن مایعات استفاده میشود,3
محل قرار دادن لباس,3
من در آن پیدا,3
اسباب نظافت,3
شی ای تزئینی,3
کامپیوتر قابل حمل,3
جعبه جادویی,3
ابزار کندن خاک باغچه,3
جامه صاف کن,3
وسیله هوشمندی که همیشه همراهمان است,3
وسیله ای برای مو,3
در ان غذا پخت می شود,3
روی ان میخوابند,3
وسیله تماس,3
نگهدارنده عکس,3
از وسایل اشپزخانه برای خنک نگه داشتن,3
غذای لهستانی,4
اثری زیبا در شرق کرمان,4
تهیه شده از رشته,4
غذای حاضری,4
غذای خراسانی,4
از غذا های خوشمزه اما مضر,4
تهیه شده از شیر و برنج,4
شامی خوشمزه,4
غذای محبوب اصفهان,4
پرطرفدارترین نوشیدنی,4
از نوشدنی های گرم,4
از مواد صبحانه,4
گوجه پنیر و خمیر پخته شده در فر,4
از غذا های سرد,4
نوشیدنی معروفی به رنگ سیاه,4
از غذا های محبوب شیراز,4
یکی از غذاهای ایرانی و نوعی دمپختک,4
یکی از غذاهای نسبتا ساده که با تخم مرغ تهیه می شود,4
با آن نوشیدنی گازدار میکنند,4
چهل ساله اش معروف است,4
غذایی با نام مشابه به یکی از شهرهای آلمان,4
غذای اصفهان,4
غذایی آبدار که معمولا با سبزی و حبوبات تهیه می شود,4
غذای عید پاک,4
همراه سبزی پلو,4
مهمترین نوشیدنی,4
نوعی غذای سرخ کردنی که با نخود تهیه می شود,4
خورشت محبوب ایرانی,4
خوراکی موردعلاقه‌ی بچه‌ها,4
غذایی دریایی,4
از غذا های معروف تبریزی ها,4
نوشیدنی حاصل از میوه,4
یکی از معروف ترین غذاهای با ماهیچه یا ران مرغ ایرانی که معمولا مصرف می کنند,4
غذایی با برنج,4
غذای سنتی تبریز,4
خوراک معروف ایتالیایی,4
غذایی از بادمجان,4
خوراکی با اسفناج,4
غذای ترکی با تخم مرغ,4
آش انار,4
کبابی از ترکیه,4
از غذاهای محلی جنوب ایران,4
غذای ایرانی که با رشته درست میشود,4
سوقات قم,4
سوپ ایرانی,4
خوراکی مورد علاقه کودکان,4
از غذاهای محبوب ایرانی,4
از غذا های کرمانشاه,4
پیش غذای لبنانی,4
غذای معروف ایتالیایی,4
خوراکی با اب و نشاسته و شکر,4
غذای روز عید نوروز,4
خوردنی معروف در سینما,4
نوشیدنی سالم,4
غذای محلی گیلان,4
غذای ویژه مهمانی,4
گوشت ریز شده و تفت داده شده,4
عذایی شمالی,4
از محصولات گاو,4
تهیه شده از کاکائو,4
غذای بیمار,4
نوشیدنی گاز دار,4
نوعی آش,4
ترکیب اسپرسو و شیر,4
غذای فرانسوی,4
غذای محلی قزوین,4
نوعی خوراک که پایه آن ماست است,4
نوشیدنی قند پهلو,4
مایع حیات,4
سکونت گاه رود نیل,5
شهری در آلمان,5
پایتخت فرانسه,5
نام شهراستانی در شمل شرقی اصفهان,5
از جزایر اندونزی,5
هیتلر اولین بار به آن حمله کرد,5
محل فرمانروایی فرعون,5
نام شهری در آلمان,5
کشوری که روی نقشه شبیه چکمه است,5
کشوری کنونی امپراتوری باستانی اینکاها,5
از کشور های آفریقایی,5
مرکز کردستان,5
استانی در غرب کشور,5
روستای معروف در شمال فرانسه,5
منطقه ای در هند,5
استانی درجنوب ژاپن,5
کشوری بین چین و روسیه,5
نام شهری در ترکیه,5
جنس بی کیفیت,5
کشوری در غرب آفریقا,5
شهری در پاکستان,5
از شهرستان های استان گیلان,5
پایتخت سوییس,5
شهری در ایالت کالیفرنیا,5
کشوری با نام شبیه یک میوه,5
پایتخت ایران,5
شهر چاغو,5
شهر مذهبی تهران,5
کشوری در شمال اروپا,5
شهری مذهبی در عراق,5
از توابع شاهین شهر,5
شهر خروس جنگی,5
نیمی از دنیا,5
همسایه ی مشترک عمان و یمن,5
کوچکترین کشور دنیا,5
روستای قره داشلی,5
شهر سوهان,5
کشوری که هند را استعمار کرد,5
استان چای ایران,5
شهری در جنوب هلند,5
جزیره ای در کنار قطب شمال,5
شهری که به خاطر پل معروف گلدن گیت و آلکاتاز معروف است,5
کشوری آفریقایی,5
ایالتی در آمریکا,5
پایتخت آن یک روز هفته است,5
شهری در فرانسه,5
بزگترین کشور جهان,5
از شهر های استان کرمان,5
پکشوری که برگ ترین بخش جنگل های آمازون را دارد,5
شهر مرکبات,5
شهر صنعتی آلمان,5
پایتخت اسپانیا,5
شهری در نزدیکی مونیخ,5
قدرتمند ترین کشور جهان,5
شهر سربداران,5
قاره‌ی سبز,5
کشوری که در آن جنگ است,5
شهر دیدنی فارس,5
شهر رستم,5
ثروتمند ترین کشور دنیا,5
یکی از شهر های بزرگ آلمان,5
روستایی در نطنز,5
همسایه ی کشور های المان و فرانسه,5
شهری در آمریکا که فیلم های سینمایی را در آنجا میسازند,5
پایتخت روسیه,5
شهر باران,5
یکی از شهرهای ایران,5
ایالتی در آمریکا با مرکزاسپرینگ فیلد,5
نام اسبق شهر اراک,5
نام قدیم بابلسر,5
کشور گل ها,5
از کشورهای آسیای شرقی,5
قدیمی ترین شهر جهان,5
بزرگترین کشور جهان,5
شهری که ارامگاه مولانا در ان قرار دارد,5
شهر مصر قدیم,5
شهری در استان اصفهان,5
واحد پول این کشور لک است,5
پایتخت یونان,5
پر جمعیت ترین کشور دنیا,5
نام قدیم شهر اهر,5
پایتخت آمریکا,5
شهری در ایتالیا به نام یک امپراطوری,5
قوری ترین کشور متحدین در جنگ جهانی دوم,5
کشوری بین کاناادا و مکزیک,5
نام قدیم این شهر اناس بوده است,5
ایالتی که برای سرخ پوستان است,5
شهر تاریخی ترکیه,5
از کشور های آسیایی,5
شهر زیتون,5
کشوری در شرق اروپا,5
رود راین در این کشور است,5
شرقی ترین کشور اسیا,5
نام قدیم شهر مشهد,5
پایتخت افغانستان,5
از کشورهای آمریکای جنوبی,5
از کشور های غربی,5
پایتخت مصر,5
شهر رازی,5
مرکز کشور چک,5
مقر پاپ,5
زادگاه عطار,5
کشور طرابلس,5
پایتخت ترکیه,5
شهری که برای خاطر تاج محل و بریانی شهرت دارد,5
بهشت جهانگردان,5
ایلاتی در آمریکا,5
کشور گل,5
کشوری در اقیانوسیه,5
شهری در استان‌کرمان,5
شهری در استان تهران,5
کشور بریتانیا,5
محل ورود نیرو های متفقین به اروپا,5
پایتخت کشور ترکیه,5
جزیره مرجانی,5
ایالتی در شرق آمریکا,5
محل برگزاری المپیک ۲۰۰۰ میلادی,5
شهری در کانادا,5
پایتخت لتونی,5
جزیره ای در ژاپن,5
پایتخت سآموا,5
از شهرهای ساحلی توریستی مازندران,5
شهری در مراکشی و نام فیلمی معروف,5
نام پایتخت ارمنستان,5
شهر بادخیر ایران در شمال,5
شهر معروف آمریکا,5
از جزایر ایرانی خلیج فارس,5
پایتخت ایتالیا,5
مرکز پرو,5
قهرمان جام جهانی 2014,5
از شهر های سیستان و بلوچستان,5
شهری در افغانستان,5
از کشور های استوایی,5
یکی از شهرهای مهم مجارستان,5
ده توریستی تهران,5
شهر تاریخی فرانسه,5
شهری معروف در ژاپن,5
شهری در ایتالیا,5
شهر خانه‌ی اپرا,5
شهر همیشه بیدار,5
پایتخت هلند,5
مرکز کشور گاوبازان,5
شهری در ایالت کنتاکی,5
شهری که به نصف جهان مشهور است,5
از ایالت های آرژانتین,5
شهر روی آب,5
پایتخت اتریش,5
شهری در مگزیک,5
پهناور ترین کشور دنیا,5
کسی که خمیر را به نان تبدیل می کند,6
ناجیان حادثه پلاسکو,6
خیابان ها را تمیز میکند,6
کارمند سفارت,6
نام فرانسوی پیشخدمت,6
با آرد و گندم ارتباط داره,6
متخصص امور فنی خودرو,6
کسی که نان می‌پزد,6
سخت ترین شغل دنیا,6
آموزش دهنده به دیگران,6
آرکئولوژی,6
کسی که با چوب کار میکند,6
سختترین محل کار,6
کسی که کارش رسیدگی به حساب های یک موسسه است,6
فاتح آسمان ها,6
نان میپزد,6
پارچه فروش,6
کار با چوب,6
عذا را او سرو میکند,6
مجری قانون,6
پارچه را میدوزد,6
شهر را تمیز میکند,6
از مشاغل مهم مربوط به بهداشت,6
سازنده خانه,6
شغل انبیا,6
سازنده برنامه های کامپیوتری,6
نام شغلی با محوریت پوست جانوران,6
کار او با ساز است,6
امانت فروشی,6
کسی که یه جنگ میرود,6
کاغذ فروش,6
فرشته سلامتی,6
شغل رایج دانشجوهای ایرانی بعد از فارغ التحصیلی,6
خباز,6
پر در آمد ترین شغل در اروپا,6
بیماران را درمان میکند,6
وردست شاطر نانوایی,6
شغل مرتبط با کامپیوتر,6
مطب دکتر را مدیریت میکند,6
یکی از خطرناک ترین شغل ها,6
خانه میسازد,6
فردی که در حوزه پزشکی کار می کند، اما پزشک نیست,6
یکی از پردرآمد ترین شغل ها,6
سازنده مجسمه,6
سخت ترین شغل جهان,6
سری اس دارد,7
شرکت ماشین سازی اروپایی,7
برند ماشین پریوس,7
شرکتی زیر مجموعه فولکس واگن,7
ماشین المانی,7
از شرکتهای خودرو ساز آلمانی,7
خودروساز ایرانی,7
از برند های محبوب ترک,7
برند ماشبن پراید,7
برندی شبیه علامت تیک,7
از شرکتهای خودرو ساز فرانسوی,7
شرکتی زیر مجموعه تویوتا,7
برند شعار قدرت، زیبایی و روح,7
برند لباس فاتح جام جهان,7
ماشین رایج دهه‌ی یی,7
پدر صنعت اتوموبیل,7
نوعی هیوندای,7
کارخانه خودروسازی آمریکایی,7
یکی از برند های ماشین ایرانی,7
اولین شرکت خودروساز جهان,7
برند خودروسازی فرانسوی,7
گران ترین خودرو جهان در سال ۱۹۷۲,7
برندی با چهار حلقه,7
ماشین مخصوص آفرود,7
سازنده ماشین های برقی,7
ماشین نظامی معروف آمریکا,7
خودرو ساز ژاپنی,7
خودرو محبوب در آمریکا,7
سازنده ی ماشین 206,7
لنسر از این خودرو ساز است,7
خودرو ساز آلمانی,7
خودروی ایرانی,7
شکلات سپاسگزار,7
یکی از کارخانه های نساجی ایران,7
اولین خودرو در جهان,7
خودرو خاطره ساز در ایران,7
پرفروش ترین خودروی ایرانی تا سال ۱۴۰۰,7
خودرو گران قیمت فرانسوی,7
برند خودرو که لوگوی آن مشابه نماد صلح است,7
از کارخانه های بزرگ خوراکی ایران,7
از برند های لاکچری,7
خودرو ساز آمریکایی,7
مارکی از خودروهای ژاپنی,7
از برند های محبوب کیف و چمدان,7
بی کیفیت ترین خودرو جهان,7
برند ایرانی خودرو,7
خودروی ژاپنی,7
سریع ترین خودرو جهان,7
یکی از برترین برندهای خودرو,7
برند لاکچری لوازم آرایش و عطر,7
هسته بزرگی دارد,8
سبز و زرد و سرخ است,8
میوه ای که همه فصول برداشت میشود,8
میوه لهیده و پر آب,8
میوه ای سبز رنگ و تابستانی,8
میوه ی تابستانی,8
میوه نارنجی رنگ,8
آدم و حوا از این میوه خوردند,8
میوه ای بهشتی,8
از میوه های درختی,8
توت تاجدار,8
میوه سبز بدون هسته,8
میوه سلامتی,8
میوه‌ی گران و محبوب,8
از میوه های استوایی,8
میوه ای با پوست سخت,8
یکی از مرکبات,8
میوه ای که از سین های سفره عید است,8
میوه ای زرد رنگ,8
میوه ای که نه هسته دارد نه دانه,8
از میوه های نارنجی رنگ,8
میوه نیوتن,8
از انواع خرما,8
میوه سرخ و زرد,8
میوه ای در سفره یلدا,8
میوه‌ی ساوه,8
میوه صد یاقوت,8
میوه ی پرزدار,8
میوه فصل زمستان,8
قوت جنگ,8
از میوه های تابستانی,8
یکی از مرکبات که مزه ترشی دارد,8
سنگین و آبدار,8
از میوه سفره هفت سین,8
میوه ای جالیزی,8
میوه ای تابستانی که مزه ترشی دارد,8
اژدهای میوه ها,8
میوه ای در مناطق سردسیری,8
ریشه خوراکی که در زیر زمین رشد میکند,8
میوه گیاه بیابانی,8
میوه ترش پاییزی,8
دانه بهشتی دارد,8
میوه معروف ایران,8
میوه ی مربا,8
میوه بهشتی,8
نام یک برند ترک است,8
میوه ای قرمز رنگ,8
از مرکبات,8
از میوه‌های گرمسیری و زردرنگ,8
از میوه های شب یلدا,8
میوه درخت نخل,8
میوه تابستانی,8
آخرین پادشاه قاجار,9
طولانی ترین سلسله ایرانی,9
نخستین سلسله ایرانی,9
اولین شاه پهلوی,9
موسس اشکانیان,9
اخرین سلسله,9
اخرین پادشاه صفویان,9
پادشاهی با 53 سال حکمرانی,9
پادشاهی که توسط عثمانی به کشته شد,9
امیر عربی خراسان,9
اخرین پادشاه ایران در کدام سلسله بود,9
از حکومت‌های مشهور ایران باستان,9
سمبل ایران باستان,9
پر افتخار ترین پادشاه ایران,9
چهارمین شاه قاجار,9
سلسله ای که باعث جدایی افغانستان از ایران شد,9
شاهی معروف به امین الرعیا,9
سلسله گریان,9
سلسله ای با یک پادشاه,9
آخرین پادشاه مشهور ایران باستان,9
حاکم ایرانی که به هند حمله کرد,9
سلسه ای بار ریشه ترک,9
پادشاهی که مجلس را به توپ بست,9
قدرتمندترین پادشاه ایران,9
پادشاه جانشین بردیا,9
حکومت بعد از افشاریه,9
آخرین پادشاه قبل از اسلام,9
اولین سلسله ای که تهران را پایتخت کرد,9
پادشاهی باستانی ایران,9
اخرین سلسله ایران قبل از قاجار,9
پس از ساسانیان به قدرت رسیدند,9
آخرین پادشاه سلسله قاجار,9
اولین پادشاه زندیان,9
موسس افشاریه,9
پادشاهی که مقبره اش در فارس قرار دارد,9
سلسله کوروش کبیر,9
رضا شاه از این گروه بود,9
سال 880 تا 1114,9
اولین حکومت ایران باستان,9
پادشاهی که به هند حمله کرد,9
پادشاه مقتدر هخامنشی,9
آخرین حکومت پیش از اسلام,9
آخرین حکومت پادشاهی ایران,9
سلسله حاکم بر ایران هنگام حمله اعراب,9
اخرین پادشاه ایران,9
سلسله ای که پایتختش شیراز بود,9
آخرین پادشاه ساسانی,9
اولین سلسله پادشاهی ایران بعد از هخامنشیان,9
آخرین پادشاه ایران,9
کورش از این سلسه است,9
سلسله ای که پایتختش اصفهان بود,9
فرمانروای گسترده ترین قلمرو ایران,9
بنیان گذار سلسله قاجار,9
از شاهان حکومت قاجار,9
بازیگر فیلم جانی گیتار,10
فیلم حسین دارابی,10
فیلمی که نام شخصیت اصلی آن فرودو ست,10
گارگردان بازی تاج و تخت,10
بازیگر فیلم ژرف آب,10
سازنده فیلم آرواره ها,10
بازیگر فیلم های کمدی,10
فیلم امبر هرد در ۲۰۲۲,10
کارگردان فیلم مهر مادری,10
فیلمی از ابراهیم شیبانی,10
اسم معتبر ترین جشنواره فیلم ایران,10
بازیگر فیلم درباره الی,10
بازیگر فیلم همسفر,10
پیانیست اثر اوست,10
ژآنر فیلمهای چارلی چاپلین,10
کارگردان فقید ایرانی,10
ژانری که در ان از طنز بسیار استفاده میشود,10
فیلم بهرام بهرامیان با بازی فاطمه معتمدآریا و فرهاد آئیش,10
فیلم میترا حجار,10
ادیسه فضایی اثر اوست,10
پرده سینما,10
حرکت دوربین بدون تغییر زاویه,10
نام بازیگر مرد فیلم دزدان دریایی کارائیب,10
فیلمی از حسن نجفی,10
فیلیم از حسین محجوب,10
فیلمی از استنلی کوبریک,10
فیلم اندی موشیاتی,10
فیلمی با بازی حمید گودرزی,10
کشتی بزرگ غرق شده,10
بازیگر سریال ستایش,10
انیماتور معروف ژاپنی,10
امبر هرد از لیست بازیگران آن خط خورد,10
کارگردان ژاپنی,10
کارگردان و تهیه کننده مطرح سینمای آمریکا با سری فیلم های «ایندیانا جونز» و آثاری چون «هوش مصنوعی»، «ای تی» و «نجات سرباز رایان»,10
اثر معروف کارگردان روسی,10
قهقه میزنی,10
فیلمی از فدریکو فلینی,10
کارگردان فیلم عصر پنجم,10
کارگردان فیلم بانی و کلاید,10
کمپانی فیلم سازی امریکایی,10
فیلمی از کیومرث پوراحمد با بازی محمدرضا فروتن، خسرو شکیبایی، مهرداد صدیقیان و الناز شاکردوست,10
نام فیلمی به معنی از دست رفته,10
نام میرزا بازیگر هندی,10
کارگردان ایرانی معروف با فیلم های با انتهای باز,10
فیلم مسعود کیمیایی,10
فیلمی با بازی نیکول کیدمن,10
فیلمی از رضا کریمی,10
فیلمی از استیون اسپیلبرگ,10
از آثار مسعود کیمیایی با حضور زنده یاد هادی اسلامی,10
ژانر فیلم های طنز,10
استاد ژانر وحشت آمریکا,10
تصاویر پشت سر هم,10
سیاهی لشکر فیلم‌ها,10
فیلمی از ناصر تقوایی,10
فیلمی از محمد عرب,10
کارگردان فیلم پدرخوانده,10
فیلمی از مجید قاری زاده,10
فیلم ایرانی برنده‌ی جایزه‌ی کن,10
کارگردان فیلم افسانه شادی ها,10
جانی دپ از ان کنار گذاشته شد,10
فیلم نادره ترکمانی,10
فیلم مسعود کرامتی,10
فیلم دمیان بیچر,10
بازیگر فیلم سیزده روز,10
فیلمی با بازی پل اسکافیلد,10
فیلمی با بازی جک نیکلسون,10
فیلم برتر جشنواره‌ ی فیلم فجر سال ۹۷,10
کارگردان فیلم طعم گیلاس,10
از فیلمهای ژآنر علمی تخیلی,10
یکی از محبوب ترین ژانر های فیلم,10
فیلمی از محمد بانکی,10
فیلمی از برادران‌ کوئن,10
برنده اسکار کارگردانی ۲۰۰۱,10
سریالی در دو سری از سعید سلطانی با بازی داریوش ارجمند، مهدی پاکدل و نرگس محمدی,10
فیلم معروف مسعود دهنمکی,10
فیلم نامه نویس,10
فیلم مسعود نوابی,10
محبوب ترین ژانر فیلم طبق امار,10
بازیگر زن فیلم ده رقمی,10
فیلمی از برایان دی پالما,10
معروف ترین اثر در ژانر ترسناک,10
فیلمی معروف از بنیسیو دل تورو,10
فیلمی با بازی دیکاپریو,10
کارگردان دام عشق,10
بازیگر فیلم سه درجه تب,10
فیلمی از کن لوچ,10
فیلمی از حسین محجوب,10
نوعی از کات,10
فیلمی از سعید روستایی با حضور شبنم مقدمی و ریما رامین فر در سال ۱۳۹۴,10
بالاترین جایزه سینما,10
فیلمی از محمدرضا اعلامی,10
ساخته محمدعلی سجادی در سال 76 با بازی آتنه فقیه نصیری، بهزاد فراهانی و مرحوم فیروز بهجت محمدی,10
کارگردان وایکینگ ها,10
اولی فیلم دارای اسکار ایرانی,10
از فیلمهای شاهکار مربوط به سرطان,10
فیلمی از الیور استون,10
فیلمی از تهمینه میلانی,10
سریال ایرانی به نام یک دختر,10
بازیگر مرد فیلم آن مرد آمد,10
فیلمی از مازیار میری,10
کارگردان آخرین پادشاهی,10
یکی از ژانرهای سینما,10
بزرگنمایی در سینما,10
فیلمی از امیر حسین صدیق,10
عنصری از جدول تناوبی,11
از هالوژن ها,11
طلای سفید,11
عنصر ردیف و ستون دوم جدول تناوبی,11
مواد آلی از آن ساخته شده اند,11
از عنصر تشکیل دهنده آب,11
عنصر با بیشترین تمایل واکنش,11
سنگین ترین عنصر ستونی از جدول تناوبی که پتاسیم در آن است,11
هنری کاوندیش این عنصر را کشف کرد,11
غیر فلزی که در کودها و آتش بازی ها استفاده می شود,11
از عناصر ستون اول جدول تناوبی,11
عنصری لازم برای استخوان ها,11
عنصری برای برقراری جریان در بدن,11
از عناصر انتهای جدول تناوبی,11
عنصری فلزی که معمولا در جواهرات استفاده می شود,11
نام فارسی اسید کلریدریک,11
دهمین عنصر جدول تناوبی,11
اولین عنصر جدول تناوبی,11
عنصری گازی که حدود 78 درصد جو زمین را تشکیل می دهد,11
عنصری که با آب واکنش شدید می‌دهد,11
یک عنصر فلزی که معمولا در آلیاژهای فولادی استفاده می شود,11
عنصر قالب ترکیب آب,11
عنصر استحکام بخش استخوان,11
بیشترین درصد هوا,11
معروف ترین عنصر رادیواکتیو,11
بی منت از خاک,11
عنصری غیر فلزی که در بادکنک ها استفاده می شود,11
فلز سفید مورد استفاده در آینه و ظروف,11
عنصری غیر فلزی که معمولاً در آب یافت می شود,11
از گاز های نجیب,11
عنصر قالب جو,11
از فلز های قلیایی خاکی,11
عنصر الماس,11
از فلزات قلیایی,11
دومین هالوژن جدول تناوبی,11
نافلز قرمز رنگ,11
شماره ردیف عنصر طلا در جدول تناوبی,11
فلزی سبک و بادوام مورد استفاده در بدنه هواپیما ها,11
عنصر تولد,11
فلزی که در لامپ های فلورسنت و لوله های اشعه ایکس استفاده می شود,11
عنصری مانند اورانیوم با کاربرد تولید بمب اتم,11
ماده اصلی بمب اتم,11
